$BUILT                                             2011-09-04 22:51:25
$AUTHOR                                                          RubiX
$GERMAN                                                               
$ENGLISH                              The Rescue: A Collapsed mine(3p)
:bitmap/matt/02 - Gold Mine/Hatch.H:                     332       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1002       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1050       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1100       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1772       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1820       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1870       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1772       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1820       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1870       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                     234       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                     282       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                     332       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1002       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1050       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1100       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1772       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1820       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1870       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                     234       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                     282       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                     332       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1002       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1050       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1100       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                     112       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                     880       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1648       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                     112       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                     880       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1648       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                     112       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                     880       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1648       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                     112       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                     880       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1648       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                     112       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                     880       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1648       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                     112       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                     880       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1648       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                     112       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                     880       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1648       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                     112       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                     880       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1648       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                     112       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                     880       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1648       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                     112       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                     880       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1648       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1002       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1050       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1100       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1002       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1050       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1100       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1002       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1050       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1100       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1772       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1820       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1870       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1772       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1820       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1870       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1772       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1820       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                    1870       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                     234       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                     282       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                     332       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                     234       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                     282       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                     332       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                     234       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                     282       576
:bitmap/matt/02 - Gold Mine/Hatch.H:                     332       576

:bitmap/matt/02 - Gold Mine/Goal.G:                      544       224
:bitmap/matt/02 - Gold Mine/Goal.G:                     1312       224
:bitmap/matt/02 - Gold Mine/Goal.G:                     2080       224

:bitmap/matt/02 - Gold Mine/02:                         1520       576
:bitmap/matt/02 - Gold Mine/02:                         2288       576
:bitmap/matt/02 - Gold Mine/02:                          752       576
:bitmap/matt/02 - Gold Mine/03:                          448       608
:bitmap/matt/02 - Gold Mine/03:                         1984       608
:bitmap/matt/02 - Gold Mine/03:                         1200       608
:bitmap/matt/02 - Gold Mine/10:                         1200       608
:bitmap/matt/02 - Gold Mine/10:                          432       608
:bitmap/matt/02 - Gold Mine/08:                         2080       464
:bitmap/matt/02 - Gold Mine/08:                         2160       464
:bitmap/matt/02 - Gold Mine/crate64:                    2112       624
:bitmap/matt/02 - Gold Mine/crate64:                    2176       624
:bitmap/matt/02 - Gold Mine/07:                         2064       560
:bitmap/matt/02 - Gold Mine/08:                         1312       464
:bitmap/matt/02 - Gold Mine/08:                         1344       464
:bitmap/matt/02 - Gold Mine/08:                          480       464
:bitmap/matt/02 - Gold Mine/07:                          510       458
:bitmap/matt/02 - Gold Mine/08:                          624       464
:bitmap/matt/02 - Gold Mine/08:                          560       464
:bitmap/matt/02 - Gold Mine/08:                         1232       464
:bitmap/matt/steel/48x48.S:                              816       592
:bitmap/matt/02 - Gold Mine/crate32:                    1296       272
:bitmap/matt/02 - Gold Mine/crate32:                    1328       272
:bitmap/matt/02 - Gold Mine/crate32:                    1360       272
:bitmap/matt/02 - Gold Mine/crate32:                    2064       272
:bitmap/matt/02 - Gold Mine/crate32:                    2096       272
:bitmap/matt/02 - Gold Mine/crate32:                    2128       272
:bitmap/matt/02 - Gold Mine/crate32:                     592       272
:bitmap/matt/02 - Gold Mine/crate32:                     560       272
:bitmap/matt/02 - Gold Mine/crate32:                     528       272
:bitmap/matt/steel/48x48.S:                              960       592
:bitmap/matt/steel/48x48.S:                             1632       624
:bitmap/matt/steel/48x48.S:                             1680       624
:bitmap/matt/steel/48x48.S:                             1584       592
:bitmap/matt/steel/48x48.S:                             1728       592
:bitmap/matt/steel/48x48.S:                              192       592
:bitmap/matt/steel/48x48.S:                               48       592
:bitmap/matt/steel/48x48.S:                               96       624
:bitmap/matt/steel/48x48.S:                              144       624
:bitmap/matt/02 - Gold Mine/plank support:              1904       176
:bitmap/matt/02 - Gold Mine/plank support:               368       176
:bitmap/matt/02 - Gold Mine/plank support:              1136       176
:bitmap/matt/02 - Gold Mine/plank:                      2240       176     r
:bitmap/matt/02 - Gold Mine/plank:                       704       176     r
:bitmap/matt/02 - Gold Mine/plank:                      1296       180
:bitmap/matt/02 - Gold Mine/plank:                      1664       292
:bitmap/matt/02 - Gold Mine/plank:                       256       292
:bitmap/matt/02 - Gold Mine/plank:                      1024       292
:bitmap/matt/02 - Gold Mine/plank:                      1232       180
:bitmap/matt/02 - Gold Mine/crate64:                     960       -12
:bitmap/matt/02 - Gold Mine/crate64:                    1088       -12
:bitmap/matt/02 - Gold Mine/crate64:                    1024       -12
:bitmap/matt/02 - Gold Mine/crate64:                    1152       -12
:bitmap/matt/02 - Gold Mine/crate64:                    1216       -12
:bitmap/matt/02 - Gold Mine/crate64:                    1344       -12
:bitmap/matt/02 - Gold Mine/crate64:                    1280       -12
:bitmap/matt/02 - Gold Mine/crate64:                    1472       -12
:bitmap/matt/02 - Gold Mine/crate64:                    1600       -12
:bitmap/matt/02 - Gold Mine/crate64:                    1536       -12
:bitmap/matt/02 - Gold Mine/crate64:                    1664       -12
:bitmap/matt/02 - Gold Mine/crate64:                    1408       -12
:bitmap/matt/02 - Gold Mine/crate64:                    1728       -12
:bitmap/matt/02 - Gold Mine/crate64:                    1856       -12
:bitmap/matt/02 - Gold Mine/crate64:                    1792       -12
:bitmap/matt/02 - Gold Mine/crate64:                    1920       -12
:bitmap/matt/02 - Gold Mine/crate64:                    1984       -12
:bitmap/matt/02 - Gold Mine/crate64:                    2112       -12
:bitmap/matt/02 - Gold Mine/crate64:                    2048       -12
:bitmap/matt/02 - Gold Mine/crate64:                    2176       -12
:bitmap/matt/02 - Gold Mine/crate64:                    2240       -12
:bitmap/matt/02 - Gold Mine/crate64:                      64       -12
:bitmap/matt/02 - Gold Mine/crate64:                       0       -12
:bitmap/matt/02 - Gold Mine/crate64:                     128       -12
:bitmap/matt/02 - Gold Mine/crate64:                     192       -12
:bitmap/matt/02 - Gold Mine/crate64:                     320       -12
:bitmap/matt/02 - Gold Mine/crate64:                     256       -12
:bitmap/matt/02 - Gold Mine/crate64:                     384       -12
:bitmap/matt/02 - Gold Mine/crate64:                     448       -12
:bitmap/matt/02 - Gold Mine/crate64:                     576       -12
:bitmap/matt/02 - Gold Mine/crate64:                     512       -12
:bitmap/matt/02 - Gold Mine/crate64:                     640       -12
:bitmap/matt/02 - Gold Mine/crate64:                     704       -12
:bitmap/matt/02 - Gold Mine/crate64:                     832       -12
:bitmap/matt/02 - Gold Mine/crate64:                     768       -12
:bitmap/matt/02 - Gold Mine/crate64:                     896       -12
:bitmap/matt/02 - Gold Mine/09:                         2240         4
:bitmap/matt/02 - Gold Mine/09:                         2272         4
:bitmap/matt/02 - Gold Mine/09:                           16         4
:bitmap/matt/02 - Gold Mine/09:                           64         4
:bitmap/matt/02 - Gold Mine/09:                          112         4
:bitmap/matt/02 - Gold Mine/09:                          144         4
:bitmap/matt/02 - Gold Mine/09:                          176         4
:bitmap/matt/02 - Gold Mine/09:                          224         4
:bitmap/matt/02 - Gold Mine/09:                          272         4
:bitmap/matt/02 - Gold Mine/09:                          320         4
:bitmap/matt/02 - Gold Mine/09:                          352         4
:bitmap/matt/02 - Gold Mine/09:                          384         4
:bitmap/matt/02 - Gold Mine/09:                          432         4
:bitmap/matt/02 - Gold Mine/09:                          480         4
:bitmap/matt/02 - Gold Mine/09:                          528         4
:bitmap/matt/02 - Gold Mine/09:                          560         4
:bitmap/matt/02 - Gold Mine/09:                          592         4
:bitmap/matt/02 - Gold Mine/09:                          640         4
:bitmap/matt/02 - Gold Mine/09:                          688         4
:bitmap/matt/02 - Gold Mine/09:                          736         4
:bitmap/matt/02 - Gold Mine/09:                          768         4
:bitmap/matt/02 - Gold Mine/09:                          800         4
:bitmap/matt/02 - Gold Mine/09:                          765        -4
:bitmap/matt/02 - Gold Mine/09:                          896         4
:bitmap/matt/02 - Gold Mine/09:                          944         4
:bitmap/matt/02 - Gold Mine/09:                          992         4
:bitmap/matt/02 - Gold Mine/09:                         1024         4
:bitmap/matt/02 - Gold Mine/09:                         1072         4
:bitmap/matt/02 - Gold Mine/09:                         1120         4
:bitmap/matt/02 - Gold Mine/09:                         1168         4
:bitmap/matt/02 - Gold Mine/09:                         1200         4
:bitmap/matt/02 - Gold Mine/09:                         1232         4
:bitmap/matt/02 - Gold Mine/09:                         1280         4
:bitmap/matt/02 - Gold Mine/09:                         1328         4
:bitmap/matt/02 - Gold Mine/09:                         1376         4
:bitmap/matt/02 - Gold Mine/09:                         1424         4
:bitmap/matt/02 - Gold Mine/09:                         1456         4
:bitmap/matt/02 - Gold Mine/09:                         1504         4
:bitmap/matt/02 - Gold Mine/09:                         1552         4
:bitmap/matt/02 - Gold Mine/09:                         1600         4
:bitmap/matt/02 - Gold Mine/09:                         1648         4
:bitmap/matt/02 - Gold Mine/09:                         1680         4
:bitmap/matt/02 - Gold Mine/09:                         1728         4
:bitmap/matt/02 - Gold Mine/09:                         1776         4
:bitmap/matt/02 - Gold Mine/09:                         1824         4
:bitmap/matt/02 - Gold Mine/09:                         1856         4
:bitmap/matt/02 - Gold Mine/09:                         1888         4
:bitmap/matt/02 - Gold Mine/09:                         1936         4
:bitmap/matt/02 - Gold Mine/09:                         1984         4
:bitmap/matt/02 - Gold Mine/09:                         2032         4
:bitmap/matt/02 - Gold Mine/09:                         2048         4
:bitmap/matt/02 - Gold Mine/09:                         2080         4
:bitmap/matt/02 - Gold Mine/09:                         2128         4
:bitmap/matt/02 - Gold Mine/09:                         2176         4
:bitmap/matt/02 - Gold Mine/09:                         2224         4
:bitmap/matt/02 - Gold Mine/05:                         1184       116
:bitmap/matt/02 - Gold Mine/05:                         1232       116
:bitmap/matt/02 - Gold Mine/04:                         1248        20
:bitmap/matt/02 - Gold Mine/06:                         1344       132
:bitmap/matt/02 - Gold Mine/07:                         1296        36
:bitmap/matt/02 - Gold Mine/07:                         1104        36
:bitmap/matt/02 - Gold Mine/05:                         1392       116
:bitmap/matt/02 - Gold Mine/05:                         1440       116
:bitmap/matt/02 - Gold Mine/04:                         1456        20
:bitmap/matt/02 - Gold Mine/06:                         1552       132
:bitmap/matt/02 - Gold Mine/07:                         1504        36
:bitmap/matt/02 - Gold Mine/07:                         1312        36
:bitmap/matt/02 - Gold Mine/05:                         1664       116
:bitmap/matt/02 - Gold Mine/05:                         1712       104
:bitmap/matt/02 - Gold Mine/plank:                      1728       180
:bitmap/matt/02 - Gold Mine/04:                         1728        32
:bitmap/matt/02 - Gold Mine/06:                         1824       132
:bitmap/matt/02 - Gold Mine/07:                         1775        34
:bitmap/matt/02 - Gold Mine/07:                         1584        36
:bitmap/matt/02 - Gold Mine/05:                         1952       132
:bitmap/matt/02 - Gold Mine/05:                         2000       132
:bitmap/matt/02 - Gold Mine/04:                         2016        36
:bitmap/matt/02 - Gold Mine/06:                         2112       148
:bitmap/matt/02 - Gold Mine/07:                         2064        52
:bitmap/matt/02 - Gold Mine/07:                         1872        52
:bitmap/matt/02 - Gold Mine/05:                         2224       132
:bitmap/matt/02 - Gold Mine/05:                         2272       132
:bitmap/matt/02 - Gold Mine/04:                         2288        36
:bitmap/matt/02 - Gold Mine/06:                           80       148
:bitmap/matt/02 - Gold Mine/07:                           32        52
:bitmap/matt/02 - Gold Mine/07:                         2144        52
:bitmap/matt/02 - Gold Mine/05:                          176       114
:bitmap/matt/02 - Gold Mine/05:                          220       108
:bitmap/matt/02 - Gold Mine/04:                          240        22
:bitmap/matt/02 - Gold Mine/06:                          336       148
:bitmap/matt/02 - Gold Mine/07:                          288        52
:bitmap/matt/02 - Gold Mine/07:                           96        52
:bitmap/matt/02 - Gold Mine/05:                          352       132
:bitmap/matt/02 - Gold Mine/05:                          400       132
:bitmap/matt/02 - Gold Mine/04:                          184        32
:bitmap/matt/02 - Gold Mine/06:                          512       148
:bitmap/matt/02 - Gold Mine/07:                          464        52
:bitmap/matt/02 - Gold Mine/07:                          272        52
:bitmap/matt/02 - Gold Mine/05:                          672       116
:bitmap/matt/02 - Gold Mine/05:                          672       100
:bitmap/matt/02 - Gold Mine/04:                          656        20
:bitmap/matt/02 - Gold Mine/06:                          752       148
:bitmap/matt/02 - Gold Mine/07:                          638        66
:bitmap/matt/02 - Gold Mine/07:                          608        84
:bitmap/matt/02 - Gold Mine/07:                          676        49
:bitmap/matt/02 - Gold Mine/05:                          880       116
:bitmap/matt/02 - Gold Mine/05:                          928       100
:bitmap/matt/02 - Gold Mine/04:                          944        36
:bitmap/matt/02 - Gold Mine/06:                         1040       148
:bitmap/matt/02 - Gold Mine/07:                          992        52
:bitmap/matt/02 - Gold Mine/07:                          876        70
:bitmap/matt/02 - Gold Mine/plank:                      2112       180
:bitmap/matt/02 - Gold Mine/plank:                      1984       180
:bitmap/matt/02 - Gold Mine/plank:                      1856       180
:bitmap/matt/02 - Gold Mine/plank:                      1488       180
:bitmap/matt/02 - Gold Mine/plank:                      1792       308
:bitmap/matt/02 - Gold Mine/plank:                      1424       292
:bitmap/matt/02 - Gold Mine/plank:                       768       308
:bitmap/matt/02 - Gold Mine/plank:                       704       180
:bitmap/matt/02 - Gold Mine/plank:                       480       292
:bitmap/matt/02 - Gold Mine/plank:                       320       180
:bitmap/matt/02 - Gold Mine/plank:                       192       180
:bitmap/matt/02 - Gold Mine/09:                          992       292     rr
:bitmap/matt/02 - Gold Mine/09:                         1040       292     rr
:bitmap/matt/02 - Gold Mine/09:                         1088       292     rr
:bitmap/matt/02 - Gold Mine/09:                         1136       292     rr
:bitmap/matt/02 - Gold Mine/09:                         1200       292     rr
:bitmap/matt/02 - Gold Mine/plank:                      1184       292
:bitmap/matt/02 - Gold Mine/09:                         1248       292     rr
:bitmap/matt/02 - Gold Mine/09:                         1296       292     rr
:bitmap/matt/02 - Gold Mine/09:                         1344       292     rr
:bitmap/matt/02 - Gold Mine/09:                         1392       292     rr
:bitmap/matt/02 - Gold Mine/09:                         1424       308     rr
:bitmap/matt/02 - Gold Mine/09:                         1472       292     rr
:bitmap/matt/02 - Gold Mine/plank:                      1456       292
:bitmap/matt/02 - Gold Mine/09:                         1522       295     rr
:bitmap/matt/02 - Gold Mine/09:                         1584       292     rr
:bitmap/matt/02 - Gold Mine/09:                         1632       292     rr
:bitmap/matt/02 - Gold Mine/09:                         1680       292     rr
:bitmap/matt/02 - Gold Mine/09:                         1744       292     rr
:bitmap/matt/02 - Gold Mine/09:                         1792       292     rr
:bitmap/matt/02 - Gold Mine/09:                         1840       292     rr
:bitmap/matt/02 - Gold Mine/09:                         1904       292     rr
:bitmap/matt/02 - Gold Mine/09:                         1952       292     rr
:bitmap/matt/02 - Gold Mine/plank:                      1920       292     f
:bitmap/matt/02 - Gold Mine/09:                         2000       292     rr
:bitmap/matt/02 - Gold Mine/09:                         2064       292     rr
:bitmap/matt/02 - Gold Mine/09:                         2112       292     rr
:bitmap/matt/02 - Gold Mine/09:                         2160       292     rr
:bitmap/matt/02 - Gold Mine/09:                         2192       292     rr
:bitmap/matt/02 - Gold Mine/09:                         2240       292     rr
:bitmap/matt/02 - Gold Mine/plank:                      2176       292
:bitmap/matt/02 - Gold Mine/09:                         2288       292     rr
:bitmap/matt/02 - Gold Mine/09:                           32       292     rr
:bitmap/matt/02 - Gold Mine/09:                           80       292     rr
:bitmap/matt/02 - Gold Mine/09:                          128       292     rr
:bitmap/matt/02 - Gold Mine/plank:                       128       292
:bitmap/matt/02 - Gold Mine/09:                          192       292     rr
:bitmap/matt/02 - Gold Mine/09:                          240       292     rr
:bitmap/matt/02 - Gold Mine/09:                          288       292     rr
:bitmap/matt/02 - Gold Mine/09:                          336       292     rr
:bitmap/matt/02 - Gold Mine/09:                          384       292     rr
:bitmap/matt/02 - Gold Mine/09:                          432       292     rr
:bitmap/matt/02 - Gold Mine/plank:                       385       291
:bitmap/matt/02 - Gold Mine/09:                          464       292     rr
:bitmap/matt/02 - Gold Mine/09:                          512       292     rr
:bitmap/matt/02 - Gold Mine/09:                          560       308     rr
:bitmap/matt/02 - Gold Mine/plank:                       512       292
:bitmap/matt/02 - Gold Mine/09:                          592       292     rr
:bitmap/matt/02 - Gold Mine/09:                          640       292     rr
:bitmap/matt/02 - Gold Mine/09:                          688       292     rr
:bitmap/matt/02 - Gold Mine/plank:                       640       292
:bitmap/matt/02 - Gold Mine/09:                          704       292     rr
:bitmap/matt/02 - Gold Mine/09:                          752       292     rr
:bitmap/matt/02 - Gold Mine/09:                          800       292     rr
:bitmap/matt/02 - Gold Mine/09:                          832       292     rr
:bitmap/matt/02 - Gold Mine/plank:                       896       292
:bitmap/matt/02 - Gold Mine/09:                          880       292     rr
:bitmap/matt/02 - Gold Mine/09:                          928       292     rr
:bitmap/matt/02 - Gold Mine/plank:                       624       180
:bitmap/matt/02 - Gold Mine/plank:                       448       180
:bitmap/matt/02 - Gold Mine/plank:                       544       180
:bitmap/matt/02 - Gold Mine/07:                          444        82
:bitmap/matt/02 - Gold Mine/07:                          532        74
:bitmap/matt/02 - Gold Mine/plank:                      2240       180
:bitmap/matt/02 - Gold Mine/plank:                      1104       180
:bitmap/matt/02 - Gold Mine/plank:                       976       180
:bitmap/matt/02 - Gold Mine/plank:                       848       180
:bitmap/matt/02 - Gold Mine/plank:                      1344       292
:bitmap/matt/02 - Gold Mine/plank:                      1312       292
:bitmap/matt/02 - Gold Mine/plank:                      1040       292
:bitmap/matt/02 - Gold Mine/plank:                       768       292
:bitmap/matt/02 - Gold Mine/plank:                         0       292
:bitmap/matt/02 - Gold Mine/plank:                      1584       292
:bitmap/matt/02 - Gold Mine/plank:                      1792       292
:bitmap/matt/02 - Gold Mine/07:                          112        76
:bitmap/matt/02 - Gold Mine/07:                          214        78
:bitmap/matt/02 - Gold Mine/07:                          770        73
:bitmap/matt/02 - Gold Mine/07:                          789        21
:bitmap/matt/02 - Gold Mine/plank:                       832       180
:bitmap/matt/02 - Gold Mine/07:                          841        79
:bitmap/matt/02 - Gold Mine/07:                          943        72
:bitmap/matt/02 - Gold Mine/04:                         1240        36
:bitmap/matt/02 - Gold Mine/07:                         1072        84
:bitmap/matt/02 - Gold Mine/07:                         1212        84
:bitmap/matt/02 - Gold Mine/plank:                      1392       180
:bitmap/matt/02 - Gold Mine/07:                         1340        78
:bitmap/matt/02 - Gold Mine/07:                         1472        84
:bitmap/matt/02 - Gold Mine/07:                         1654        86
:bitmap/matt/02 - Gold Mine/07:                         1824        84
:bitmap/matt/02 - Gold Mine/07:                         2016        84
:bitmap/matt/02 - Gold Mine/07:                         2128        84
:bitmap/matt/02 - Gold Mine/plank:                        64       180
:bitmap/matt/02 - Gold Mine/07:                           68        84
:bitmap/matt/02 - Gold Mine/plank:                      2048       292
:bitmap/matt/02 - Gold Mine/05:                          971        32
:bitmap/matt/02 - Gold Mine/07:                          605       362
:bitmap/matt/02 - Gold Mine/07:                          724       384
:bitmap/matt/02 - Gold Mine/07:                          841       364
:bitmap/matt/02 - Gold Mine/07:                          919       371
:bitmap/matt/02 - Gold Mine/07:                         1031       344
:bitmap/matt/02 - Gold Mine/07:                         1150       366
:bitmap/matt/02 - Gold Mine/07:                         1267       346
:bitmap/matt/02 - Gold Mine/07:                          968       404
:bitmap/matt/02 - Gold Mine/07:                         1087       426
:bitmap/matt/02 - Gold Mine/07:                         1204       406
:bitmap/matt/02 - Gold Mine/07:                          568       390
:bitmap/matt/02 - Gold Mine/07:                          763       377
:bitmap/matt/02 - Gold Mine/07:                          812       410
:bitmap/matt/02 - Gold Mine/07:                          931       432
:bitmap/matt/02 - Gold Mine/07:                         1094       368
:bitmap/matt/02 - Gold Mine/07:                         1289       355
:bitmap/matt/02 - Gold Mine/07:                         1338       388
:bitmap/matt/02 - Gold Mine/07:                         1457       410
:bitmap/matt/02 - Gold Mine/07:                         1313       349
:bitmap/matt/02 - Gold Mine/07:                         1508       336
:bitmap/matt/02 - Gold Mine/07:                         1557       369
:bitmap/matt/02 - Gold Mine/07:                         1676       391
:bitmap/matt/02 - Gold Mine/07:                         1504       351
:bitmap/matt/02 - Gold Mine/07:                         1699       338
:bitmap/matt/02 - Gold Mine/07:                         1748       371
:bitmap/matt/02 - Gold Mine/07:                         1867       393
:bitmap/matt/02 - Gold Mine/07:                         1806       352
:bitmap/matt/02 - Gold Mine/07:                         2001       339
:bitmap/matt/02 - Gold Mine/07:                         2050       372
:bitmap/matt/02 - Gold Mine/07:                         2169       394
:bitmap/matt/02 - Gold Mine/07:                         2239       365
:bitmap/matt/02 - Gold Mine/07:                          130       352
:bitmap/matt/02 - Gold Mine/07:                          179       385
:bitmap/matt/02 - Gold Mine/07:                          298       407
:bitmap/matt/02 - Gold Mine/07:                           98       346
:bitmap/matt/02 - Gold Mine/07:                          293       333
:bitmap/matt/02 - Gold Mine/07:                          342       366
:bitmap/matt/02 - Gold Mine/07:                          461       388
:bitmap/matt/02 - Gold Mine/07:                         2157       423
:bitmap/matt/02 - Gold Mine/07:                           48       410
:bitmap/matt/02 - Gold Mine/07:                           97       439
:bitmap/matt/02 - Gold Mine/07:                          216       465
:bitmap/matt/02 - Gold Mine/07:                           16       404
:bitmap/matt/02 - Gold Mine/07:                          211       391
:bitmap/matt/02 - Gold Mine/07:                          260       424
:bitmap/matt/02 - Gold Mine/07:                          147       416
:bitmap/matt/02 - Gold Mine/07:                          342       403
:bitmap/matt/02 - Gold Mine/07:                          391       436
:bitmap/matt/02 - Gold Mine/07:                          310       397
:bitmap/matt/02 - Gold Mine/07:                          505       384
:bitmap/matt/02 - Gold Mine/07:                          554       417
:bitmap/matt/02 - Gold Mine/07:                          426       408
:bitmap/matt/02 - Gold Mine/07:                          621       395
:bitmap/matt/02 - Gold Mine/07:                          670       428
:bitmap/matt/02 - Gold Mine/07:                          780       438
